# Undirected graph (each unordered pair of nodes is saved once): SIR_erdos_renyi.txt
#Institution	Counterparty	starting_date	finish_date	interes_rate	amount
8	13	29/06/2016	18/11/2017	12	2446686
8	13	29/06/2016	30/11/2017	9	4945279
8	13	29/06/2016	08/01/2018	7	739115
8	13	29/06/2016	18/01/2018	12	645291
8	13	29/06/2016	24/10/2017	15	3732339
8	13	29/06/2016	23/09/2017	7	928070
8	13	29/06/2016	26/09/2017	15	1596684
8	13	29/06/2016	23/11/2017	10	62711
8	13	29/06/2016	30/12/2017	10	3565434
8	13	29/06/2016	28/12/2017	5	4457224
8	13	29/06/2016	15/11/2017	6	121465
8	13	29/06/2016	18/02/2018	14	2228561
8	13	29/06/2016	06/09/2017	5	4058089
8	13	29/06/2016	30/09/2017	7	173530
8	13	29/06/2016	07/09/2017	12	1625523
8	13	29/06/2016	14/12/2017	14	2504023
8	13	29/06/2016	18/09/2017	6	3518488
8	13	29/06/2016	04/11/2017	12	4443380
8	13	29/06/2016	06/01/2018	11	1476324
8	13	29/06/2016	28/11/2017	15	1949754
8	13	29/06/2016	27/01/2018	6	3155953
8	13	29/06/2016	23/02/2018	10	3766996
8	13	29/06/2016	10/03/2018	8	2053376
8	13	29/06/2016	02/02/2018	6	1946865
8	13	29/06/2016	30/09/2017	9	4027024
8	13	29/06/2016	22/01/2018	8	3170044
8	13	29/06/2016	08/09/2017	6	1626058
8	13	29/06/2016	08/11/2017	5	3560377
8	13	29/06/2016	01/09/2017	10	1036761
8	13	29/06/2016	20/12/2017	14	2703811
8	13	29/06/2016	29/11/2017	14	2074718
8	13	29/06/2016	30/01/2018	15	122112
8	13	29/06/2016	09/10/2017	10	3139200
8	13	29/06/2016	04/10/2017	13	4361331
8	13	29/06/2016	12/03/2018	14	2936458
8	13	29/06/2016	16/10/2017	7	3183421
8	13	29/06/2016	16/11/2017	11	1102488
8	13	29/06/2016	17/01/2018	15	1410330
8	13	29/06/2016	17/03/2018	14	1672719
8	13	29/06/2016	16/01/2018	10	3868225
8	13	29/06/2016	10/11/2017	11	4840848
8	13	29/06/2016	13/01/2018	7	541415
8	13	29/06/2016	10/02/2018	12	1619626
8	13	29/06/2016	24/01/2018	7	174688
8	13	29/06/2016	25/12/2017	8	2447608
8	13	29/06/2016	08/09/2017	13	15713
8	13	29/06/2016	13/02/2018	11	2947141
8	13	29/06/2016	13/12/2017	5	2761957
8	13	29/06/2016	14/12/2017	5	3309055
8	13	29/06/2016	05/03/2018	15	1246348
8	13	29/06/2016	14/09/2017	8	1655785
8	13	29/06/2016	14/10/2017	11	2222713
8	13	29/06/2016	09/11/2017	10	4307607
8	13	29/06/2016	27/09/2017	8	4180217
8	13	29/06/2016	09/02/2018	14	1644892
8	13	29/06/2016	05/02/2018	12	101351
8	13	29/06/2016	12/09/2017	15	443191
8	13	29/06/2016	05/01/2018	12	1795178
8	13	29/06/2016	14/02/2018	13	2097
8	13	29/06/2016	05/09/2017	9	3589164
8	13	29/06/2016	12/12/2017	8	3565015
8	13	29/06/2016	04/09/2017	10	2488350
8	13	29/06/2016	18/11/2017	9	4217478
8	13	29/06/2016	22/09/2017	15	4332585
8	13	29/06/2016	10/02/2018	15	2167397
8	13	29/06/2016	15/10/2017	15	1539087
8	13	29/06/2016	05/01/2018	7	1089586
8	13	29/06/2016	01/02/2018	9	1248315
8	13	29/06/2016	02/10/2017	12	4291811
8	13	29/06/2016	26/10/2017	12	2115266
8	13	29/06/2016	10/01/2018	10	5897
8	13	29/06/2016	11/11/2017	11	431688
8	13	29/06/2016	02/12/2017	13	4113787
8	13	29/06/2016	30/12/2017	8	1901519
8	13	29/06/2016	02/03/2018	12	3219481
8	13	29/06/2016	08/09/2017	15	3956232
8	13	29/06/2016	27/10/2017	5	40391
8	13	29/06/2016	16/09/2017	6	4568653
8	13	29/06/2016	12/11/2017	7	1075088
8	13	29/06/2016	02/09/2017	6	2610985
8	13	29/06/2016	20/10/2017	11	2005559
8	13	29/06/2016	12/02/2018	11	216668
8	13	29/06/2016	27/11/2017	6	2432629
8	13	29/06/2016	13/09/2017	11	1917764
8	13	29/06/2016	16/10/2017	9	1760826
8	13	29/06/2016	30/12/2017	6	2161890
8	13	29/06/2016	17/12/2017	12	4277213
8	13	29/06/2016	12/03/2018	10	4461648
8	13	29/06/2016	11/01/2018	8	4079824
8	13	29/06/2016	30/11/2017	7	3163219
8	13	29/06/2016	01/02/2018	9	1838764
8	13	29/06/2016	21/02/2018	12	237661
8	13	29/06/2016	07/02/2018	11	2835316
8	13	29/06/2016	18/09/2017	8	848867
8	13	29/06/2016	23/12/2017	5	3202741
8	13	29/06/2016	21/10/2017	11	3080271
8	13	29/06/2016	03/09/2017	12	3237198
8	13	29/06/2016	20/01/2018	10	3840057
8	13	29/06/2016	25/11/2017	6	3340375
8	13	29/06/2016	12/03/2018	8	2234387
8	13	29/06/2016	21/11/2017	15	1472836
8	13	29/06/2016	02/10/2017	10	4192617
8	13	29/06/2016	25/09/2017	10	1395877
8	13	29/06/2016	28/10/2017	10	712312
8	13	29/06/2016	07/12/2017	8	3897131
8	13	29/06/2016	05/09/2017	14	3123728
8	13	29/06/2016	15/10/2017	8	4189675
8	13	29/06/2016	21/12/2017	8	820237
8	13	29/06/2016	15/11/2017	8	3768007
8	13	29/06/2016	06/09/2017	8	809413
8	13	29/06/2016	07/01/2018	5	4880887
8	13	29/06/2016	28/02/2018	13	3815238
8	13	29/06/2016	02/10/2017	14	1920086
8	13	29/06/2016	15/09/2017	9	1014656
8	13	29/06/2016	13/11/2017	6	3164119
8	13	29/06/2016	15/11/2017	13	2852250
8	13	29/06/2016	15/10/2017	6	3791142
8	13	29/06/2016	17/10/2017	6	4326615
8	13	29/06/2016	19/10/2017	11	3620637
8	13	29/06/2016	20/09/2017	13	1764538
8	13	29/06/2016	15/03/2018	9	3201233
8	13	29/06/2016	31/12/2017	8	1508235
8	13	29/06/2016	11/09/2017	9	1949863
8	13	29/06/2016	18/01/2018	15	517584
8	13	29/06/2016	17/12/2017	5	1507893
8	13	29/06/2016	30/01/2018	8	2508630
8	13	29/06/2016	09/09/2017	13	698116
8	13	29/06/2016	14/09/2017	10	1042432
8	13	29/06/2016	14/10/2017	12	2245706
8	13	29/06/2016	11/02/2018	11	4361541
8	13	29/06/2016	31/01/2018	11	870952
8	13	29/06/2016	08/11/2017	6	2499926
8	13	29/06/2016	07/09/2017	5	3164216
8	13	29/06/2016	16/02/2018	10	1953574
8	13	29/06/2016	20/02/2018	10	983008
8	13	29/06/2016	19/01/2018	8	3209626
8	13	29/06/2016	19/10/2017	15	778020
8	13	29/06/2016	29/11/2017	15	1599440
8	13	29/06/2016	01/11/2017	14	1046819
8	13	29/06/2016	30/01/2018	9	4664449
8	13	29/06/2016	18/09/2017	13	1593186
8	13	29/06/2016	13/09/2017	12	3574327
8	13	29/06/2016	03/11/2017	7	3648085
8	13	29/06/2016	28/12/2017	14	3890273
8	13	29/06/2016	12/02/2018	12	643306
8	13	29/06/2016	23/12/2017	12	2578320
8	13	29/06/2016	25/12/2017	9	4666953
8	13	29/06/2016	17/12/2017	15	2067515
8	13	29/06/2016	11/10/2017	12	501020
8	13	29/06/2016	14/11/2017	8	970459
8	13	29/06/2016	20/09/2017	15	4308870
8	13	29/06/2016	12/01/2018	9	3674452
8	13	29/06/2016	14/03/2018	10	2903412
8	13	29/06/2016	02/03/2018	7	288991
8	13	29/06/2016	16/12/2017	9	3778042
8	13	29/06/2016	12/03/2018	15	3868480
8	13	29/06/2016	02/01/2018	14	202557
8	13	29/06/2016	03/03/2018	7	1357258
8	13	29/06/2016	24/01/2018	7	684191
8	13	29/06/2016	15/03/2018	13	172303
8	13	29/06/2016	15/02/2018	12	1125886
8	13	29/06/2016	11/12/2017	9	1394757
8	13	29/06/2016	01/12/2017	13	4434992
8	13	29/06/2016	06/03/2018	14	2415098
8	13	29/06/2016	06/03/2018	12	4695506
8	13	29/06/2016	19/12/2017	7	2578830
8	13	29/06/2016	02/12/2017	6	4114653
8	13	29/06/2016	09/03/2018	11	1043347
8	13	29/06/2016	18/02/2018	10	2134256
8	13	29/06/2016	13/03/2018	15	3318856
8	13	29/06/2016	07/09/2017	15	4768533
8	13	29/06/2016	18/01/2018	15	1276945
8	13	29/06/2016	08/02/2018	15	3630381
8	13	29/06/2016	20/02/2018	14	4288440
8	13	29/06/2016	29/10/2017	14	899110
8	13	29/06/2016	10/01/2018	7	2328143
8	13	29/06/2016	30/01/2018	12	2803420
8	13	29/06/2016	25/01/2018	8	4896743
8	13	29/06/2016	04/03/2018	8	4937252
8	13	29/06/2016	18/02/2018	9	1310432
8	13	29/06/2016	07/11/2017	6	688031
8	13	29/06/2016	20/02/2018	7	3528968
8	13	29/06/2016	19/12/2017	10	2691938
8	13	29/06/2016	28/01/2018	15	4849718
8	13	29/06/2016	03/01/2018	14	3205433
8	13	29/06/2016	05/09/2017	14	4917568
8	13	29/06/2016	26/10/2017	8	4519680
8	13	29/06/2016	02/11/2017	8	4125692
8	13	29/06/2016	23/09/2017	15	1549551
8	13	29/06/2016	03/01/2018	14	2425500
8	13	29/06/2016	21/02/2018	15	4079233
8	13	29/06/2016	06/02/2018	13	4032185
8	13	29/06/2016	09/02/2018	7	3200452
8	13	29/06/2016	12/11/2017	9	3646019
8	13	29/06/2016	20/12/2017	9	3460287
8	13	29/06/2016	16/10/2017	13	3457178
8	13	29/06/2016	14/12/2017	5	1217202
8	13	29/06/2016	18/01/2018	11	3286272
8	13	29/06/2016	12/01/2018	12	1300939
8	13	29/06/2016	26/02/2018	8	563078
8	13	29/06/2016	14/11/2017	9	300572
8	13	29/06/2016	04/10/2017	7	1257331
8	13	29/06/2016	17/01/2018	15	1187194
8	13	29/06/2016	19/12/2017	10	114118
8	13	29/06/2016	02/11/2017	10	4288750
8	13	29/06/2016	18/09/2017	6	2143543
8	13	29/06/2016	14/10/2017	7	1123667
8	13	29/06/2016	11/12/2017	6	1274265
8	13	29/06/2016	23/12/2017	13	3794644
8	13	29/06/2016	23/02/2018	10	3554829
8	13	29/06/2016	17/03/2018	11	1002924
8	13	29/06/2016	25/01/2018	9	3192100
8	13	29/06/2016	23/02/2018	6	2498137
8	13	29/06/2016	05/12/2017	6	3489602
8	13	29/06/2016	08/01/2018	7	2016067
8	13	29/06/2016	12/10/2017	6	1861590
8	13	29/06/2016	14/03/2018	13	183081
8	13	29/06/2016	11/12/2017	15	2042409
8	13	29/06/2016	11/10/2017	9	313854
8	13	29/06/2016	19/09/2017	6	912691
8	13	29/06/2016	14/02/2018	14	2084221
8	13	29/06/2016	16/10/2017	14	4031487
8	13	29/06/2016	17/01/2018	9	1011173
8	13	29/06/2016	04/10/2017	12	4650752
8	13	29/06/2016	17/10/2017	15	2830088
8	13	29/06/2016	09/12/2017	14	879450
8	13	29/06/2016	01/11/2017	12	2801907
8	13	29/06/2016	06/09/2017	14	862970
8	13	29/06/2016	15/03/2018	14	902669
8	13	29/06/2016	12/09/2017	10	442802
8	13	29/06/2016	27/12/2017	7	355309
8	13	29/06/2016	02/12/2017	12	4622880
8	13	29/06/2016	15/02/2018	9	1947412
8	13	29/06/2016	13/11/2017	6	3319437
8	13	29/06/2016	27/02/2018	15	1711785
8	13	29/06/2016	18/10/2017	13	32267
8	13	29/06/2016	14/10/2017	11	560034
8	13	29/06/2016	02/02/2018	6	1754791
8	13	29/06/2016	05/03/2018	8	2284743
8	13	29/06/2016	10/01/2018	12	4282408
8	13	29/06/2016	11/09/2017	13	430210
8	13	29/06/2016	27/09/2017	10	273314
8	13	29/06/2016	09/03/2018	9	3321868
8	13	29/06/2016	22/11/2017	15	67014
8	13	29/06/2016	11/11/2017	10	2788287
8	13	29/06/2016	17/03/2018	15	4090982
8	13	29/06/2016	07/02/2018	8	4929881
8	13	29/06/2016	11/10/2017	8	1010259
8	13	29/06/2016	10/11/2017	5	1982750
8	13	29/06/2016	15/09/2017	9	2318122
8	13	29/06/2016	04/03/2018	15	4666220
8	13	29/06/2016	27/01/2018	8	3281464
8	13	29/06/2016	19/12/2017	7	4743318
8	13	29/06/2016	12/09/2017	12	1063452
8	13	29/06/2016	08/09/2017	13	3202016
8	13	29/06/2016	13/10/2017	12	387109
8	13	29/06/2016	02/02/2018	12	2846373
8	13	29/06/2016	02/12/2017	13	2763847
8	13	29/06/2016	18/09/2017	13	457408
8	13	29/06/2016	13/11/2017	15	473160
8	13	29/06/2016	29/01/2018	14	308078
8	13	29/06/2016	12/01/2018	15	1964901
8	13	29/06/2016	07/10/2017	12	4990548
8	13	29/06/2016	09/12/2017	6	2160350
8	13	29/06/2016	02/10/2017	7	727416
8	13	29/06/2016	12/01/2018	15	2120132
8	13	29/06/2016	30/10/2017	12	3945379
8	13	29/06/2016	08/09/2017	9	3440797
8	13	29/06/2016	14/10/2017	7	4692778
8	13	29/06/2016	22/01/2018	6	4897399
8	13	29/06/2016	04/09/2017	8	4218922
8	13	29/06/2016	18/12/2017	9	3313747
8	13	29/06/2016	11/10/2017	12	1040572
8	13	29/06/2016	15/11/2017	15	3035367
8	13	29/06/2016	27/01/2018	15	3488604
8	13	29/06/2016	14/12/2017	9	2677571
8	13	29/06/2016	25/02/2018	8	3979617
8	13	29/06/2016	01/09/2017	14	3814224
8	13	29/06/2016	17/03/2018	10	3392082
8	13	29/06/2016	24/01/2018	12	4600263
8	13	29/06/2016	01/10/2017	14	543876
8	13	29/06/2016	04/01/2018	13	2549707
8	13	29/06/2016	14/02/2018	11	773386
8	13	29/06/2016	28/02/2018	14	3422667
8	13	29/06/2016	04/09/2017	8	2748400
8	13	29/06/2016	18/11/2017	12	2958852
8	13	29/06/2016	30/11/2017	14	3458192
8	13	29/06/2016	10/11/2017	15	2317475
8	13	29/06/2016	10/01/2018	13	3375157
8	13	29/06/2016	28/01/2018	5	4586231
8	13	29/06/2016	05/11/2017	14	328968
8	13	29/06/2016	29/12/2017	11	40349
8	13	29/06/2016	24/12/2017	15	3647215
8	13	29/06/2016	18/02/2018	10	193998
8	13	29/06/2016	04/01/2018	14	3925962
8	13	29/06/2016	21/01/2018	6	677854
8	13	29/06/2016	13/10/2017	15	4744415
8	13	29/06/2016	30/01/2018	8	836937
8	13	29/06/2016	30/11/2017	14	4245259
8	13	29/06/2016	14/09/2017	11	1722813
8	13	29/06/2016	10/10/2017	5	4616267
8	13	29/06/2016	30/01/2018	14	1165201
8	13	29/06/2016	05/03/2018	12	4770935
8	13	29/06/2016	02/09/2017	9	2307561
8	13	29/06/2016	04/03/2018	13	116989
8	13	29/06/2016	17/01/2018	13	3026851
8	13	29/06/2016	08/03/2018	10	2409009
8	13	29/06/2016	18/11/2017	5	4115746
8	13	29/06/2016	18/01/2018	12	2457577
8	13	29/06/2016	24/02/2018	7	3470585
8	13	29/06/2016	08/12/2017	5	461137
8	13	29/06/2016	17/11/2017	5	2911128
8	13	29/06/2016	20/11/2017	6	1677549
8	13	29/06/2016	14/01/2018	15	1383154
8	13	29/06/2016	03/12/2017	12	1998204
8	13	29/06/2016	21/09/2017	8	3809608
8	13	29/06/2016	12/12/2017	8	80672
8	13	29/06/2016	20/10/2017	15	2956008
8	13	29/06/2016	05/12/2017	6	2304325
8	13	29/06/2016	08/09/2017	10	4574908
8	13	29/06/2016	06/03/2018	6	936440
8	13	29/06/2016	01/11/2017	10	4832742
8	13	29/06/2016	16/12/2017	9	1226380
8	13	29/06/2016	23/02/2018	13	2836438
8	13	29/06/2016	03/02/2018	7	2318932
8	13	29/06/2016	22/02/2018	9	2957524
8	13	29/06/2016	14/01/2018	12	2592974
8	13	29/06/2016	31/10/2017	15	3164338
8	13	29/06/2016	18/10/2017	10	3104086
8	13	29/06/2016	04/03/2018	14	207800
8	13	29/06/2016	17/11/2017	15	1090340
8	13	29/06/2016	29/01/2018	7	4596695
8	13	29/06/2016	09/12/2017	14	3875642
8	13	29/06/2016	12/11/2017	12	1279373
8	13	29/06/2016	11/03/2018	6	4119783
8	13	29/06/2016	11/12/2017	5	3602050
8	13	29/06/2016	24/01/2018	12	773714
8	13	29/06/2016	18/02/2018	8	3934618
8	13	29/06/2016	28/10/2017	10	1124240
8	13	29/06/2016	27/09/2017	10	1256451
8	13	29/06/2016	31/12/2017	5	3732134
8	13	29/06/2016	10/01/2018	14	18376
8	13	29/06/2016	27/11/2017	13	2301372
8	13	29/06/2016	14/11/2017	10	4992851
8	13	29/06/2016	12/03/2018	6	4571442
8	13	29/06/2016	25/09/2017	9	2303549
8	13	29/06/2016	24/12/2017	6	2272160
8	13	29/06/2016	06/10/2017	11	1068174
8	13	29/06/2016	20/09/2017	11	2958306
8	13	29/06/2016	01/03/2018	8	2772709
8	13	29/06/2016	14/11/2017	9	3182842
8	13	29/06/2016	17/10/2017	11	1238197
8	13	29/06/2016	07/12/2017	5	495310
8	13	29/06/2016	22/10/2017	15	3744120
8	13	29/06/2016	28/01/2018	9	182035
8	13	29/06/2016	07/10/2017	9	4137332
8	13	29/06/2016	28/10/2017	7	2329968
8	13	29/06/2016	02/11/2017	5	2551313
8	13	29/06/2016	19/09/2017	5	2370386
8	13	29/06/2016	23/09/2017	13	2899729
8	13	29/06/2016	31/01/2018	6	1939042
8	13	29/06/2016	04/12/2017	6	4041324
8	13	29/06/2016	12/10/2017	6	3858055
8	13	29/06/2016	02/12/2017	9	4563954
8	13	29/06/2016	12/09/2017	9	4832328
8	13	29/06/2016	08/12/2017	7	402929
8	13	29/06/2016	28/02/2018	15	313333
8	13	29/06/2016	15/09/2017	13	3044785
8	13	29/06/2016	28/02/2018	8	318712
8	13	29/06/2016	22/02/2018	9	90564
8	13	29/06/2016	25/02/2018	13	4792171
8	13	29/06/2016	09/09/2017	12	4159401
8	13	29/06/2016	03/09/2017	11	187266
8	13	29/06/2016	15/11/2017	7	2155990
8	13	29/06/2016	10/03/2018	13	13008
8	13	29/06/2016	01/12/2017	13	2344504
8	13	29/06/2016	18/03/2018	11	819171
8	13	29/06/2016	18/09/2017	10	963339
8	13	29/06/2016	20/09/2017	6	1783336
8	13	29/06/2016	13/09/2017	7	4223297
8	13	29/06/2016	07/10/2017	11	395412
8	13	29/06/2016	24/09/2017	8	570535
8	13	29/06/2016	16/12/2017	14	4560357
8	13	29/06/2016	15/01/2018	6	4663753
8	13	29/06/2016	12/10/2017	15	4124221
8	13	29/06/2016	17/09/2017	11	4205555
8	13	29/06/2016	01/10/2017	9	410213
8	13	29/06/2016	01/09/2017	9	3943535
8	13	29/06/2016	04/01/2018	13	4308021
8	13	29/06/2016	28/10/2017	14	4276947
8	13	29/06/2016	21/10/2017	14	3083691
8	13	29/06/2016	02/11/2017	9	91462
8	13	29/06/2016	11/01/2018	9	4137562
8	13	29/06/2016	09/03/2018	5	1643301
8	13	29/06/2016	12/02/2018	14	1523962
8	13	29/06/2016	15/11/2017	13	3016906
8	13	29/06/2016	06/10/2017	8	304924
8	13	29/06/2016	31/12/2017	6	3914280
8	13	29/06/2016	21/09/2017	8	3141376
8	13	29/06/2016	10/02/2018	11	1767011
8	13	29/06/2016	27/01/2018	8	3501599
8	13	29/06/2016	09/11/2017	9	3314164
8	13	29/06/2016	04/02/2018	12	2683646
8	13	29/06/2016	22/12/2017	12	935684
8	13	29/06/2016	31/12/2017	11	2772668
8	13	29/06/2016	09/10/2017	13	4146399
8	13	29/06/2016	25/12/2017	6	3476280
8	13	29/06/2016	27/10/2017	11	3982430
8	13	29/06/2016	01/01/2018	10	4188800
8	13	29/06/2016	13/03/2018	12	4091610
8	13	29/06/2016	16/03/2018	9	4479249
8	13	29/06/2016	26/02/2018	15	3807084
8	13	29/06/2016	22/02/2018	12	2476239
8	13	29/06/2016	24/10/2017	6	3563268
8	13	29/06/2016	04/12/2017	8	2718091
8	13	29/06/2016	29/09/2017	9	509601
8	13	29/06/2016	13/09/2017	6	1579518
8	13	29/06/2016	12/03/2018	6	717315
8	13	29/06/2016	19/12/2017	10	838495
8	13	29/06/2016	29/11/2017	13	214447
8	13	29/06/2016	08/10/2017	5	3737849
8	13	29/06/2016	09/10/2017	15	1762710
8	13	29/06/2016	13/02/2018	14	4077140
8	13	29/06/2016	05/10/2017	5	1685324
8	13	29/06/2016	19/09/2017	5	2446090
8	13	29/06/2016	16/03/2018	15	3747091
8	13	29/06/2016	13/09/2017	11	3283443
8	13	29/06/2016	18/12/2017	6	3820351
8	13	29/06/2016	25/10/2017	15	49983
8	13	29/06/2016	26/09/2017	8	1021230
8	13	29/06/2016	24/11/2017	15	1288757
8	13	29/06/2016	20/02/2018	6	3526229
8	13	29/06/2016	18/03/2018	9	4392030
8	13	29/06/2016	06/01/2018	10	3937574
8	13	29/06/2016	12/12/2017	10	2280856
8	13	29/06/2016	26/02/2018	15	1208159
8	13	29/06/2016	17/02/2018	12	2092747
8	13	29/06/2016	02/10/2017	8	2787451
8	13	29/06/2016	18/11/2017	12	2297876
8	13	29/06/2016	09/10/2017	8	3168504
8	13	29/06/2016	09/09/2017	7	2605379
8	13	29/06/2016	23/12/2017	8	2256968
8	13	29/06/2016	21/02/2018	9	3769657
8	13	29/06/2016	13/02/2018	5	3168291
8	13	29/06/2016	05/02/2018	11	7128
8	13	29/06/2016	19/02/2018	15	1291142
8	13	29/06/2016	29/10/2017	10	2657923
8	13	29/06/2016	07/02/2018	15	2891359
8	13	29/06/2016	18/12/2017	7	3603752
8	13	29/06/2016	07/09/2017	10	3650811
8	13	29/06/2016	17/01/2018	14	4885507
8	13	29/06/2016	05/01/2018	9	2915993
8	13	29/06/2016	27/11/2017	14	4296894
8	13	29/06/2016	18/12/2017	9	4802601
8	13	29/06/2016	30/10/2017	8	4100655
8	13	29/06/2016	19/11/2017	10	1618869
8	13	29/06/2016	09/09/2017	5	754495
8	13	29/06/2016	21/11/2017	13	2627344
8	13	29/06/2016	02/02/2018	7	671575
8	13	29/06/2016	10/11/2017	13	3676083
8	13	29/06/2016	16/12/2017	13	3922634
8	13	29/06/2016	20/09/2017	9	4765097
8	13	29/06/2016	10/10/2017	9	4265495
8	13	29/06/2016	07/12/2017	10	2821007
8	13	29/06/2016	18/12/2017	10	1285904
8	13	29/06/2016	05/09/2017	6	4441443
8	13	29/06/2016	22/12/2017	10	609840
8	13	29/06/2016	02/11/2017	10	2976337
8	13	29/06/2016	24/12/2017	15	2877420
8	13	29/06/2016	21/02/2018	11	2558305
8	13	29/06/2016	03/09/2017	8	2266325
8	13	29/06/2016	28/02/2018	10	4116832
8	13	29/06/2016	05/09/2017	7	1065013
8	13	29/06/2016	10/03/2018	5	130688
8	13	29/06/2016	28/09/2017	5	1089919
8	13	29/06/2016	18/03/2018	8	100476
8	13	29/06/2016	28/01/2018	15	17252
8	13	29/06/2016	13/12/2017	9	1075842
8	13	29/06/2016	11/11/2017	12	2200267
8	13	29/06/2016	03/01/2018	15	4243543
8	13	29/06/2016	24/02/2018	11	184824
8	13	29/06/2016	06/11/2017	7	3531797
8	13	29/06/2016	03/09/2017	11	276085
8	13	29/06/2016	01/03/2018	8	917135
8	13	29/06/2016	28/09/2017	12	2718179
8	13	29/06/2016	09/03/2018	11	4822192
8	13	29/06/2016	23/11/2017	8	2034712
8	13	29/06/2016	22/10/2017	14	1352416
8	13	29/06/2016	16/11/2017	10	4113161
8	13	29/06/2016	13/11/2017	11	3145775
8	13	29/06/2016	03/02/2018	8	3890871
8	13	29/06/2016	19/12/2017	15	3554883
8	13	29/06/2016	17/09/2017	5	2540898
8	13	29/06/2016	16/12/2017	14	2337788
8	13	29/06/2016	02/11/2017	14	2173324
8	13	29/06/2016	09/12/2017	8	179562
8	13	29/06/2016	27/11/2017	11	3540415
8	13	29/06/2016	12/10/2017	10	3433017
8	13	29/06/2016	22/02/2018	7	354606
8	13	29/06/2016	29/12/2017	12	3119654
8	13	29/06/2016	01/09/2017	8	2867373
8	13	29/06/2016	24/10/2017	10	4586448
8	13	29/06/2016	21/01/2018	11	3603590
8	13	29/06/2016	11/02/2018	11	643058
8	13	29/06/2016	05/03/2018	5	1958961
8	13	29/06/2016	25/09/2017	10	1018127
8	13	29/06/2016	06/01/2018	11	874407
8	13	29/06/2016	29/12/2017	15	386423
8	13	29/06/2016	19/12/2017	14	4049405
8	13	29/06/2016	11/02/2018	15	2474384
8	13	29/06/2016	08/01/2018	12	594492
8	13	29/06/2016	17/09/2017	9	3013659
8	13	29/06/2016	29/09/2017	8	1584271
8	13	29/06/2016	15/11/2017	8	1796871
8	13	29/06/2016	16/01/2018	12	1386162
8	13	29/06/2016	18/12/2017	13	1022080
8	13	29/06/2016	01/12/2017	12	1046388
8	13	29/06/2016	11/02/2018	9	134460
8	13	29/06/2016	02/11/2017	12	1416616
8	13	29/06/2016	29/10/2017	7	992850
8	13	29/06/2016	29/11/2017	9	4361935
8	13	29/06/2016	23/11/2017	9	421083
8	13	29/06/2016	29/09/2017	13	588618
8	13	29/06/2016	11/03/2018	10	1895135
8	13	29/06/2016	14/03/2018	12	517320
8	13	29/06/2016	28/02/2018	15	956082
8	13	29/06/2016	24/10/2017	10	763530
8	13	29/06/2016	16/01/2018	13	1491101
8	13	29/06/2016	01/10/2017	7	2171688
8	13	29/06/2016	30/11/2017	13	2966329
8	13	29/06/2016	12/12/2017	11	3859686
8	13	29/06/2016	28/10/2017	15	2578333
8	13	29/06/2016	16/11/2017	7	3179188
8	13	29/06/2016	19/11/2017	15	2458447
8	13	29/06/2016	10/11/2017	6	771592
8	13	29/06/2016	27/02/2018	15	357897
8	13	29/06/2016	31/01/2018	11	584853
8	13	29/06/2016	11/10/2017	15	4990415
8	13	29/06/2016	14/12/2017	10	2287698
8	13	29/06/2016	05/09/2017	10	212333
8	13	29/06/2016	27/01/2018	15	2301632
8	13	29/06/2016	05/12/2017	13	4220677
8	13	29/06/2016	07/01/2018	6	2246639
8	13	29/06/2016	03/12/2017	7	1862791
8	13	29/06/2016	02/12/2017	9	1026949
8	13	29/06/2016	15/12/2017	6	3743910
8	13	29/06/2016	30/11/2017	11	788024
8	13	29/06/2016	10/09/2017	11	1402654
8	13	29/06/2016	18/01/2018	8	4286390
8	13	29/06/2016	20/09/2017	10	2758020
8	13	29/06/2016	17/02/2018	9	3070103
8	13	29/06/2016	15/12/2017	11	3883913
8	13	29/06/2016	02/12/2017	6	4810331
8	13	29/06/2016	10/02/2018	7	2717899
8	13	29/06/2016	12/12/2017	9	4582415
8	13	29/06/2016	19/10/2017	8	1296024
8	13	29/06/2016	04/10/2017	8	3831555
8	13	29/06/2016	02/10/2017	5	4239783
8	13	29/06/2016	28/01/2018	10	551030
8	13	29/06/2016	15/09/2017	12	779435
8	13	29/06/2016	01/12/2017	13	3493973
8	13	29/06/2016	24/01/2018	10	2046380
8	13	29/06/2016	10/09/2017	11	4434195
8	13	29/06/2016	09/10/2017	8	3455241
8	13	29/06/2016	10/11/2017	11	4919088
8	13	29/06/2016	31/10/2017	9	1564327
8	13	29/06/2016	08/02/2018	12	385951
8	13	29/06/2016	11/09/2017	12	3704845
8	13	29/06/2016	30/11/2017	8	4608088
8	13	29/06/2016	29/01/2018	12	4791262
8	13	29/06/2016	23/11/2017	8	3842774
8	13	29/06/2016	04/10/2017	7	3353904
8	13	29/06/2016	20/09/2017	9	1527664
8	13	29/06/2016	21/09/2017	13	1993408
8	13	29/06/2016	26/12/2017	13	3138877
8	13	29/06/2016	01/11/2017	7	3721222
8	13	29/06/2016	18/12/2017	9	4675524
8	13	29/06/2016	26/09/2017	14	4119146
8	13	29/06/2016	07/02/2018	6	178569
8	13	29/06/2016	13/12/2017	7	4588123
8	13	29/06/2016	02/01/2018	10	4132529
8	13	29/06/2016	24/02/2018	12	3035780
8	13	29/06/2016	18/03/2018	7	1785966
8	13	29/06/2016	11/10/2017	8	2679137
8	13	29/06/2016	11/09/2017	8	1906840
